solution_id,configuration_id,scenario_id,aidres_sector_id,horizon,electricity_[mwh/t],electricity_[gj/t],alternative_fuel_mixture_[gj/t],biomass_[gj/t],biomass_waste_[gj/t],coal_[gj/t],coke_[gj/t],crude_oil_[gj/t],hydrogen_[gj/t],methanol_[gj/t],ammonia_[gj/t],naphtha_[gj/t],natural_gas_[gj/t],plastic_mix_[gj/t],alternative_fuel_mixture_[t/t],biomass_[t/t],biomass_waste_[t/t],coal_[t/t],coke_[t/t],crude_oil_[t/t],hydrogen_[t/t],methanol_[t/t],ammonia_[t/t],naphtha_[t/t],natural_gas_[t/t],plastic_mix_[t/t],totex_[eur/t],opex_var_[eur/t],co2_allowance_[eur/t],opex_cst_[eur/t],opex_[eur/t],capex_[eur/t],direct_emission_[tco2/t],total_emission_[tco2/t],direct_emission_reduction_[%],total_emission_reduction_[%],captured_co2_[tco2/t],route_name,product_id,capex_cc_eur_tCO2,opex_cc_eur_tCO2,totex_cc_eur_tCO2,totex_cc_eur_t,Additional_cc_capex
143,182,No_CDR_price,4,2050,0.94584,3.40503,0,85.27415,0,0,0,0,0,0,0,0,0,0,0,4.92915,0,0,0,0,0,0,0,0,0,0,819.75145403189,559.1238,0.0,43.74436888,602.86816888,216.88328515189,-1.667,-1.5534992,0,0,1.667,(BM)FT-MEA,refineries-light-liquid-fuel,0.0,2.067331493701264,2.067331493701264,3.4462416000000076,14.32710567
144,183,No_CDR_price,4,2050,0.91803,3.30492,0,82.55775,0,0,0,0,15.91461,0,0,0,0,0,0,4.77213,0,0,0,0,0.13275,0,0,0,0,0,1744.0645282477078,1598.6434163842778,0.0,41.64954616,1640.2929625442778,103.77156570343,-1.729,-1.6188364000000002,0,0,1.729,(BM+H2)FT-MEA,refineries-light-liquid-fuel,0.578368999421631,1.9914305147483635,2.5697995141699943,4.44318335999992,14.32710567
145,184,No_CDR_price,4,2050,7.55576,27.20073,0,82.55775,0,0,0,0,0,0,0,0,0,0,0,4.77213,0,0,0,0,0,0,0,0,0,0,1162.53731186343,1006.1161999999999,0.0,41.64954616,1047.76574616,114.77156570343,-1.729,-0.8223088000000001,0,0,1.729,(BM+H2)FT-AEL-MEA,refineries-light-liquid-fuel,0.578368999421631,1.9914305147483635,2.5697995141699943,4.44318335999992,14.32710567
146,185,No_CDR_price,4,2050,1.20606,4.3418,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,820.70169088,570.4262,0.0,49.27549088,619.70169088,201.0,0,0.14472719999999997,0,0,0,(BM)MeOH,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
147,186,No_CDR_price,4,2050,1.17873,4.24343,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,1730.593965830193,1595.387114550193,0.0,47.20685128,1642.593965830193,88.0,0,0.1414476,0,0,0,(BM+H2)MeOH,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
148,187,No_CDR_price,4,2050,7.72337,27.8041,0,81.3999,0,0,0,0,0,0,0,0,0,0,0,4.7052,0,0,0,0,0,0,0,0,0,0,1157.36275128,1011.1559000000001,0.0,47.20685128,1058.36275128,99.0,0,0.9268044,0,0,0,(BM+H2)MeOH-AEL,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
149,188,No_CDR_price,4,2050,1.2679,4.56444,0,84.07821,0,0,0,0,0,0,0,0,0,0,0,4.86002,0,0,0,0,0,0,0,0,0,0,839.79038586792,574.755,0.0,47.1867096,621.9417096,217.84867626791998,-1.176,-1.023852,0,0,1.176,(BM)MeOH-MEA,refineries-light-liquid-fuel,0.0,1.9047778231292232,1.9047778231292232,2.2400187199999664,14.32710567
150,189,No_CDR_price,4,2050,1.24048,4.46573,0,81.3999,0,0,0,0,15.69141,0,0,0,0,0,0,4.7052,0,0,0,0,0.13089,0,0,0,0,0,1750.5391833983133,1599.7096145501932,0.0,45.12126624,1644.8308807901933,105.70830260812,-1.236,-1.0871424,0,0,1.236,(BM+H2)MeOH-MEA,refineries-light-liquid-fuel,0.0,1.8098017475731203,1.8098017475731203,2.2369149600003766,14.32710567
151,190,No_CDR_price,4,2050,7.78512,28.02641,0,81.3999,0,0,0,0,0,0,0,0,0,0,0,4.7052,0,0,0,0,0,0,0,0,0,0,1177.30796884812,1015.4784000000001,0.0,45.12126624,1060.59966624,116.70830260812,-1.236,-0.3017856,0,0,1.236,(BM+H2)MeOH-AEL-MEA,refineries-light-liquid-fuel,0.0,1.8098017475727524,1.8098017475727524,2.236914959999922,14.32710567
152,191,No_CDR_price,4,2050,16.31216,58.72373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170.2511342,1141.8512,90.3,183.0999342,1415.2511342,755.0,0.602,2.5594591999999996,0,0,0,(COEL)FT,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
153,192,No_CDR_price,4,2050,16.40429,59.05541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100.05373167314,1148.3003,9.0,179.9881404,1337.2884404000001,762.76529127314,0.06,2.0285148,0,0,0.542,(COEL)FT-MEA,refineries-light-liquid-fuel,0.0,6.157391512915234,6.157391512915234,3.3373062000000573,14.32710567
154,193,No_CDR_price,4,2050,16.45068,59.22239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2154.7531489000003,1151.5476,57.74999999999999,190.4555489,1399.7531489,755.0,0.385,2.3590815999999997,0,0,0,(COEL)MeOH,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
155,194,No_CDR_price,4,2050,16.50955,59.43434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2109.79278356182,1155.6685000000002,5.699999999999999,188.467105,1349.8356050000002,759.95717856182,0.038,2.019146,0,0,0.346,(COEL)MeOH-MEA,refineries-light-liquid-fuel,0.0,6.163167919075511,6.163167919075511,2.1324561000001268,14.32710567
156,199,No_CDR_price,1,2050,0.18432,0.66355,0,0,0,17.71185,1.12671,0,0,0,0,0,0,0,0,0,0,0.62382,0.03533,0,0,0,0,0,0,0,767.9159873,92.71706,300.29999999999995,341.8989273,734.9159873,33.0,2.002,2.3435898799999997,0,0,0,BF-BOF,steel-primary,0.0,0.0,0.0,0.0,0.0
157,200,No_CDR_price,1,2050,0.41698,1.50111,0,0,0,17.71185,1.12671,0,0,0,0,0,0.57891,0,0,0,0,0.62382,0.03533,0,0,0,0,0,0.01182,0,639.8216559666666,115.42272866666667,118.5,341.8989273,575.8216559666666,64.0,0.79,1.163657935,0,0,1.369,BF-BOF-MEA,steel-primary,22.644265887509132,16.585587046505967,39.2298529340151,53.70566866666667,0.0
158,201,No_CDR_price,1,2050,0.24914,0.89689,0,0,0,15.95184,1.12671,0,0,0,0,0,0,1.88543,0,0,0,0.56415,0.03533,0,0,0,0,0,0,0.06082,795.9066631000001,108.04171000000001,294.15000000000003,361.7149531,763.9066631000001,32.0,1.961,2.3654808995,0,0,0,WPI-BOF,steel-primary,0.0,0.0,0.0,0.0,0.0
159,202,No_CDR_price,1,2050,0.47574,1.71266,0,0,0,15.95184,1.12671,0,0,0,0,0,0.23159,1.88543,0,0,0,0.56415,0.03533,0,0,0,0,0,0.00473,0.06082,667.3367388777779,126.47178577777778,117.15,361.7149531,605.3367388777779,62.0,0.781,1.2143326278333333,0,0,1.333,WPI-BOF-MEA,steel-primary,22.50562640660165,13.826013336667486,36.331639743269136,48.43007577777776,0.0
160,203,No_CDR_price,1,2050,0.57302,2.06286,0,0,0,0.40183,0,0,0,0,0,0,7.45232,0,0,0,0,0.01674,0,0,0,0,0,0,0.15221,0,502.38245864444445,124.84184844444445,97.65,247.8906102,470.38245864444445,32.0,0.651,0.7814126323333334,0,0,0,(NG)DRI-EAF,steel-primary,0.0,0.0,0.0,0.0,0.0
161,204,No_CDR_price,1,2050,0.67259,2.42132,0,0,0,0.40183,0,0,0,0,0,0,7.45232,0,0,0,0,0.01674,0,0,0,0,0,0,0.15221,0,435.4523586444444,131.81174844444445,9.75,247.8906102,389.4523586444444,46.0,0.065,0.20736103233333333,0,0,0.586,(NG)DRI-EAF-MEA,steel-primary,23.890784982935156,11.89402730375421,35.784812286689366,20.969899999999967,0.0
162,205,No_CDR_price,1,2050,0.57302,2.06286,0,0,0,0.40183,0,0,2.94917,0,0,0,4.99306,0,0,0,0,0.01674,0,0,0.0246,0,0,0,0.10198,0,640.416634916032,293.47602471603193,67.05,247.8906102,608.416634916032,32.0,0.447,0.5597879356666666,0,0,0,(NG+H2)DRI-EAF,steel-primary,0.0,0.0,0.0,0.0,0.0
163,206,No_CDR_price,1,2050,1.80307,6.49105,0,0,0,0.40183,0,0,0,0,0,0,4.99306,0,0,0,0,0.01674,0,0,0,0,0,0,0.10198,0,532.6154977555556,183.67488755555556,67.05,247.8906102,498.61549775555557,34.0,0.447,0.7073939356666666,0,0,0,(NG+H2)DRI-EAF-AEL,steel-primary,0.0,0.0,0.0,0.0,0.0
164,207,No_CDR_price,1,2050,0.57302,2.06286,0,0,0,0.40183,0,0,11.39921,0,0,0,0,0,0,0,0,0.01674,0,0,0.09509,0,0,0,0,0,1108.3035324597438,799.4629222597437,28.95,247.8906102,1076.3035324597438,32.0,0.193,0.270004339,0,0,0,(H2)DRI-EAF,steel-primary,0.0,0.0,0.0,0.0,0.0
165,208,No_CDR_price,1,2050,5.32745,19.1788,0,0,0,0.40183,0,0,0,0,0,0,0,0,0,0,0,0.01674,0,0,0,0,0,0,0,0,691.8546102,375.014,28.95,247.8906102,651.8546102,40.0,0.193,0.840535939,0,0,0,(H2)DRI-EAF-AEL,steel-primary,0.0,0.0,0.0,0.0,0.0
166,209,No_CDR_price,1,2050,3.98354,14.34072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.6418038,278.8478,0.0,222.7940038,501.64180380000005,74.0,0,0.47802479999999997,0,0,0,MOE,steel-primary,0.0,0.0,0.0,0.0,0.0
167,214,No_CDR_price,1,2050,0.41635,1.49885,0,0,0,0.29583,0,0,0,0,0,0,0.18909,0,0,0,0,0.01233,0,0,0,0,0,0,0.00386,0,531.9477585,32.782548000000006,6.0,475.1652105,513.9477585,18.0,0.04,0.0973878205,0,0,0,Scraps EAF,steel-secondary,0.0,0.0,0.0,0.0,0.0
168,63,No_CDR_price,2,2050,0.149696207,0.538905061,1.062746742,0,1.592006552,0.26812439,0,0,0,0,0,0,0.03339035,0,0.030097425,0,0.123410657,0.009088538,0,0,0,0,0,0,0.000682,0,69.18344591111111,24.578947691111114,5.0957754,27.16323682,56.83795991111111,12.345486,0.033971836,0.05687816046263333,0,0,0.501418443,EU-mix-2050,cement,0.0,7.085327092367244e-15,7.085327092367244e-15,3.552713678800501e-15,0.0
169,72,No_CDR_price,6,2050,0.162030633,0.583309957,0,0,0,0,0,0,0.111554005,0,0,0,0.095255721,0,0,0,0,0,0,0,0.000929437,0,0,0,0.001946549,0,1006.9018468246766,19.800091824676493,0.093885,950.0075,969.9014768246766,37.00037,0.0006259,0.0207522419605,0,0,0.00469425,EU-mix-2050,chemical-PE,0.0,1.0595513980552169e-11,1.0595513980552169e-11,4.973799150320701e-14,0.0
170,81,No_CDR_price,6,2050,1.024926771,3.689733942,0,0,0,0,0,0,2.73687783,0,0,0,3.209868171,0,0,0,0,0,0,0,0.022830335,0,0,0,0.065561656,0,1402.9368079819367,289.15047288193676,2.6932605,995.5291946,1287.3729279819368,115.56388,0.01795507,0.1639503377455,0,0,0.16232849,EU-mix-2050,chemical-PEA,0.0,3.501752456442367e-13,3.501752456442367e-13,5.684341886080802e-14,0.0
171,98,No_CDR_price,6,2050,7.042409775,25.35265267,0,22.41190089,0,0,0,0,2.125201083,15.24737977,0,8.518257537,0.212749169,0,0,1.295486416,0,0,0,0,0.017728222,0.766201708,0,0.18974989,0.004345328,0,1530.9860878688694,1154.2590844188694,4.809963,39.08796045,1198.1570078688694,332.82908,0.03206642,1.4290919924987935,0,0,0.28697556,EU-mix-2050,chemical-olefins,0.0,0.0,0.0,0.0,0.0
172,114,No_CDR_price,5,2050,0.878122911,3.161250545,0,2.0260825,0,0,0,0,16.144611,0,0,0,6.914088481,0,0,0.1171145,0,0,0,0,0.134673,0,0,0,0.141219254,0,1684.7583509197243,1222.3319379197244,10.222082999999998,0,1232.5540209197243,452.20433,0.06814722,0.22307293676716666,0,0,0.35795634,EU-mix-2050,fertiliser-ammonia,0.0,0.0,0.0,0.0,0.0
173,125,No_CDR_price,5,2050,0,0,0,3.0325204,0,0,0,0,2.608547908,0,0,0,2.257146357,0,0,0.1752894,0,0,0,0,0.021761017,0,0,0,0.04610345,0,248.26706451564218,215.8542883956422,2.3996310000000003,0.01314512,218.26706451564218,30.0,0.01599754,0.032173755558499995,0,0,0.12595,EU-mix-2050,fertiliser-nitric-acid,0.0,0.0,0.0,0.0,0.0
174,138,No_CDR_price,5,2050,0.494672678,1.78082131,0,10.47708883,0,0,0,0,5.96324899,0,0,0,1.318710584,0,0,0.605614283,0,0,0,0,0.049745683,0,0,0,0.026934879,0,539.5634584539224,505.96642807392243,1.0913789999999999,16.62561138,523.6834184539224,15.88004,0.00727586,0.07608734054533332,0,0,0.00913919,EU-mix-2050,fertiliser-urea,0.0,0.0,0.0,0.0,0.0
175,150,No_CDR_price,3,2050,0.724646017,2.608720287,0,0,0,0,0,0,1.930269885,0,0,0,1.157125182,0,0,0,0,0,0,0,0.016104149,0,0,0,0.02363467,0,353.86061785248324,191.80350525248323,3.464016,105.2368566,300.50437785248323,53.35624,0.02309344,0.11834369251099999,0,0,0.03400496,EU-mix-2050,glass-container,0.0,-8.358107002744307e-13,-8.358107002744307e-13,-2.842170943040401e-14,0.0
176,162,No_CDR_price,3,2050,1.066771668,3.840371759,0,0,0,0,0,0,3.122723034,0,0,0,2.056037868,0,0,0,0,0,0,0,0.026051922,0,0,0,0.041994488,0,480.0656943833818,304.9403599833818,6.4978454999999995,90.4911189,401.9293243833818,78.13637,0.04331897,0.186066508214,0,0,0.0894285,EU-mix-2050,glass-fibre,0.0,0.0,0.0,0.0,0.0
177,174,No_CDR_price,3,2050,0.690417927,2.485506516,0,0,0,0,0,0,2.087969096,0,0,0,1.559225504,0,0,0,0,0,0,0,0.017418522,0,0,0,0.031846241,0,356.5436740007963,204.33352969079627,4.99128,85.14036431,294.46517400079625,62.0785,0.0332752,0.12729980068533334,0,0,0.07005484,EU-mix-2050,glass-float,0.0,-4.05706578309279e-13,-4.05706578309279e-13,-2.842170943040401e-14,0.0
178,198,No_CDR_price,4,2050,1.973636014,7.105086114,0,28.1514428,0,0,0,38.31739083,0.226971763,0,0,0,1.078086123,0,0,1.627253729,0,0,0,0.893806989,0.001891469,0,0,0,0.022018171,0,877.0633035317908,658.6061655017908,15.1396635,38.97705453,712.7228835317908,164.34042,0.10093109,0.55317868752554,0,0,0.0599744,EU-mix-2050,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
179,213,No_CDR_price,1,2050,0.746743976,2.688267222,0,0,0,3.480876841,0.212610177,0,6.712994769,0,0,0,1.338893683,0.177890321,0,0,0,0.124778912,0.006666771,0,0.055998501,0,0,0,0.027345867,0.005738367,880.2849900055853,530.7343060055853,40.933882499999996,266.1695015,837.8376900055853,42.4473,0.27289255,0.44383123836386673,0,0,0.3542021,EU-mix-2050,steel-primary,0.0,0.0,0.0,0.0,0.0
180,218,No_CDR_price,1,2050,0.41635,1.49885,0,0,0,0.29583,0,0,0,0,0,0,0.18909,0,0,0,0,0.01233,0,0,0,0,0,0,0.00386,0,531.9477585,32.782548000000006,6.0,475.1652105,513.9477585,18.0,0.04,0.0973878205,0,0,0,EU-mix-2050,steel-secondary,0.0,0.0,0.0,0.0,0.0
181,0,No_CDR_price,2,2050,0.08029,0.28905,0.739281,0,0.4434736,1.151172,0,0,0,0,0,0,0,0,0.020937,0,0.0343776,0.0390204,0,0,0,0,0,0,0,0,115.1458685,14.1114808,74.727,23.3073877,112.1458685,3.0,0.49818,0.5271856151400001,0,0,0,EU-mix-2018,cement,0.0,0.0,0.0,0.0,0.0
182,69,No_CDR_price,6,2050,0.13675,0.4923,0,0,0,0,0,0,0.00597,0,0,0,0.29048,0,0,0,0,0,0,0,5.0e-5,0,0,0,0.00593,0,1002.5897806012747,13.191780601274683,2.4,949.998,965.5897806012747,37.0,0.016,0.034491773333333337,0,0,0,EU-mix-2018,chemical-PE,0.0,0.0,0.0,0.0,0.0
183,78,No_CDR_price,6,2050,0.36,1.296,0,0,0,0,0,0,0,0,0,0,8.16321,0,0,0,0,0,0,0,0,0,0,0,0.16673,0,1292.1100786666666,115.72092866666667,68.85,995.53915,1180.1100786666666,112.0,0.459,0.560703005,0,0,0,EU-mix-2018,chemical-PEA,0.0,0.0,0.0,0.0,0.0
184,95,No_CDR_price,6,2050,0.29492,1.06171,0,0,0,0,0,0,0,0,0,60.52478,0,0,0,0,0,0,0,0,0,0,0,1.34823,0,0,746.908569,546.8585690000001,145.04999999999998,0,691.908569,55.0,0.967,1.3156651228,0,0,0,EU-mix-2018,chemical-olefins,0.0,0.0,0.0,0.0,0.0
185,111,No_CDR_price,5,2050,0.57689,2.07681,0,0,0,0,0,0,0,0,0,0,28.32914,0,0,0,0,0,0,0,0,0,0,0,0.57862,0,742.8209857777777,354.52098577777775,261.29999999999995,0,615.8209857777777,127.0,1.742,2.0142523033333335,0,0,0,EU-mix-2018,fertiliser-ammonia,0.0,0.0,0.0,0.0,0.0
186,122,No_CDR_price,5,2050,0,0,0,0,0,0,0,0,0,0,0,0,6.50362,0,0,0,0,0,0,0,0,0,0,0,0.13284,0,163.48106467555553,72.11791955555555,61.349999999999994,0.01314512,133.48106467555553,30.0,0.409,0.4556092766666666,0,0,0,EU-mix-2018,fertiliser-nitric-acid,0.0,0.0,0.0,0.0,0.0
187,135,No_CDR_price,5,2050,0.22869,0.8233,0,0,0,0,0,0,0,0,0,0,14.88327,0,0,0,0,0,0,0,0,0,0,0,0.30399,0,241.94722733333333,181.04722733333332,27.9,0,208.94722733333333,33.0,0.186,0.320106235,0,0,0,EU-mix-2018,fertiliser-urea,0.0,0.0,0.0,0.0,0.0
188,147,No_CDR_price,3,2050,0.2976,1.07136,0,0,0,0,0,0,0.044,0,0,0,4.72991,0,0,0,0,0,0,0,0.00037,0,0,0,0.09661,0,285.1648362049882,76.2279796049882,50.7,105.2368566,232.1648362049882,53.0,0.338,0.40760968833333333,0,0,0,EU-mix-2018,glass-container,0.0,0.0,0.0,0.0,0.0
189,159,No_CDR_price,3,2050,0.6,2.16,0,0,0,0,0,0,0.044,0,0,0,7.24212,0,0,0,0,0,0,0,0.00037,0,0,0,0.14792,0,390.84381116054374,125.25359716054375,95.10000000000001,90.490214,310.84381116054374,80.0,0.634,0.75790186,0,0,0,EU-mix-2018,glass-fibre,0.0,0.0,0.0,0.0,0.0
190,171,No_CDR_price,3,2050,0.222,0.7992,0,0,0,0,0,0,0.044,0,0,0,5.43076,0,0,0,0,0,0,0,0.00037,0,0,0,0.11092,0,297.89884310276597,78.70762738276596,73.04999999999998,85.14121572,236.89884310276597,61.0,0.487,0.5525604466666667,0,0,0,EU-mix-2018,glass-float,0.0,0.0,0.0,0.0,0.0
191,195,No_CDR_price,4,2050,0.03986,0.14351,0,0,0,0,0,67.22939,0,0,0,0,2.50958,0,0,0,0,0,0,1.56822,0,0,0,0,0.05126,0,704.4289424577778,610.8600537777778,34.65,14.91888868,660.4289424577778,44.0,0.231,0.6181601225333334,0,0,0,EU-mix-2018,refineries-light-liquid-fuel,0.0,0.0,0.0,0.0,0.0
192,210,No_CDR_price,1,2050,0.18432,0.66355,0,0,0,17.71185,1.12671,0,0,0,0,0,0,0,0,0,0,0.62382,0.03533,0,0,0,0,0,0,0,767.9159873,92.71706,300.29999999999995,341.8989273,734.9159873,33.0,2.002,2.3435898799999997,0,0,0,EU-mix-2018,steel-primary,0.0,0.0,0.0,0.0,0.0
193,215,No_CDR_price,1,2050,0.41635,1.49885,0,0,0,0.29583,0,0,0,0,0,0,0.18909,0,0,0,0,0.01233,0,0,0,0,0,0,0.00386,0,531.9477585,32.782548000000006,6.0,475.1652105,513.9477585,18.0,0.04,0.0973878205,0,0,0,EU-mix-2018,steel-secondary,0.0,0.0,0.0,0.0,0.0
